"months_as_customer","age","policy_number","policy_bind_date","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital-gains","capital-loss","incident_date","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","incident_city","incident_location","incident_hour_of_the_day","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","total_claim_amount","injury_claim","property_claim","vehicle_claim","auto_make","auto_model","auto_year"
"134","32","614763","1/2/1991","IL","500/1000","500","1612.43","0","456762","FEMALE","MD","other-service","yachting","own-child","36400","0","1/8/2015","Single Vehicle Collision","Side Collision","Total Loss","Fire","VA","Springfield","2087 Apache Ave","2","1","?","2","1","YES","64240","11680","11680","40880","BMW","3 Series","2015"
"31","36","679370","8/15/1999","IL","500/1000","2000","1318.24","9000000","601748","FEMALE","College","prof-specialty","kayaking","not-in-family","0","-78600","1/30/2015","Parked Car","?","Trivial Damage","None","WV","Arlington","5540 Sky St","9","1","NO","0","1","YES","4700","940","470","3290","Dodge","Neon","2002"
"41","25","958857","1/15/1992","IN","100/300","1000","1226.83","0","607763","FEMALE","College","exec-managerial","exercise","not-in-family","0","-56100","1/7/2015","Multi-vehicle Collision","Side Collision","Major Damage","Other","SC","Columbus","7238 2nd St","12","3","YES","2","0","?","45120","0","5640","39480","Accura","MDX","2011"
"127","29","686816","12/7/1999","OH","250/500","2000","1326.44","5000000","436973","FEMALE","High School","sales","board-games","own-child","0","0","2/24/2015","Multi-vehicle Collision","Front Collision","Total Loss","Fire","SC","Arlington","8442 Britain Hwy","12","2","YES","1","1","?","66950","10300","10300","46350","Saab","93","1995"
"61","23","127754","6/6/1993","IL","250/500","2000","1136.83","4000000","471300","FEMALE","Associate","tech-support","exercise","own-child","0","-62400","2/2/2015","Single Vehicle Collision","Side Collision","Major Damage","Police","NY","Columbus","1331 Britain Hwy","14","1","NO","0","3","?","98340","8940","17880","71520","Honda","Accord","2004"
"207","42","918629","10/3/2000","IL","250/500","2000","1322.78","0","453277","MALE","PhD","farming-fishing","yachting","own-child","55200","0","2/28/2015","Parked Car","?","Trivial Damage","None","WV","Springfield","5260 Francis Drive","9","1","NO","0","1","NO","5900","590","590","4720","BMW","X5","2007"
"219","43","731450","12/29/2010","IN","100/300","1000","1483.25","0","465100","FEMALE","MD","exec-managerial","exercise","not-in-family","90700","-20800","2/9/2015","Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NC","Riverwood","1135 Solo Lane","3","3","NO","1","1","?","70680","5890","11780","53010","Ford","Fusion","2009"
"271","42","307447","3/17/1990","IL","100/300","500","1515.3","0","603248","FEMALE","High School","machine-op-inspct","hiking","not-in-family","0","0","1/19/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","SC","Northbend","9737 Solo Hwy","21","3","NO","1","0","NO","93720","17040","8520","68160","Mercedes","ML350","2005"
"80","25","992145","3/1/2012","IL","100/300","2000","1075.18","5000000","601112","FEMALE","PhD","armed-forces","exercise","husband","67700","-58400","2/21/2015","Vehicle Theft","?","Minor Damage","None","OH","Northbrook","3289 Britain Drive","5","1","NO","2","0","YES","6930","1260","630","5040","Toyota","Highlander","2001"
"325","47","900628","2/5/2006","IN","500/1000","1000","1690.27","0","438830","FEMALE","Associate","protective-serv","hiking","not-in-family","61500","0","1/14/2015","Single Vehicle Collision","Side Collision","Major Damage","Fire","VA","Springfield","6550 Andromedia St","11","1","YES","0","3","NO","72930","6630","6630","59670","Dodge","RAM","2006"
"29","25","235220","11/1/2014","IL","250/500","2000","1352.83","0","464959","MALE","Masters","farming-fishing","skydiving","own-child","0","-71700","1/22/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Other","SC","Hillsdale","1679 2nd Hwy","4","4","YES","1","2","YES","64890","7210","7210","50470","Nissan","Pathfinder","2013"
"295","48","740019","6/17/2009","OH","250/500","1000","1148.73","0","439787","FEMALE","College","machine-op-inspct","kayaking","wife","0","0","2/22/2015","Parked Car","?","Trivial Damage","None","WV","Columbus","3998 Flute St","6","1","?","1","2","YES","5400","900","900","3600","Saab","95","1999"
"239","42","246882","9/20/1999","IL","100/300","1000","969.5","0","464839","MALE","College","exec-managerial","reading","not-in-family","0","0","1/26/2015","Vehicle Theft","?","Trivial Damage","None","NC","Northbrook","2430 MLK Ave","10","1","NO","0","0","?","5600","700","700","4200","Audi","A3","2007"
"269","41","797613","10/19/1990","IN","100/300","500","1463.82","0","448984","FEMALE","College","protective-serv","yachting","not-in-family","0","-72300","1/24/2015","Single Vehicle Collision","Rear Collision","Minor Damage","Police","SC","Northbend","7717 Britain Hwy","23","1","YES","0","0","?","79300","15860","15860","47580","Saab","92x","2007"
"80","27","193442","8/5/1996","IL","100/300","1000","1474.17","0","440327","FEMALE","College","tech-support","exercise","unmarried","0","0","2/19/2015","Single Vehicle Collision","Side Collision","Major Damage","Police","WV","Northbend","7773 Tree Hwy","13","1","YES","1","0","YES","52800","10560","5280","36960","Saab","95","2004"
"279","41","389238","6/6/2001","IL","250/500","500","1497.35","0","460742","FEMALE","JD","prof-specialty","bungie-jumping","husband","37300","-31700","1/29/2015","Multi-vehicle Collision","Front Collision","Minor Damage","Fire","NC","Northbrook","2199 Texas Drive","16","3","?","2","3","NO","28800","0","3600","25200","Ford","Fusion","2013"
"165","33","760179","3/25/2007","OH","100/300","1000","1427.14","0","446895","FEMALE","Associate","tech-support","kayaking","other-relative","35300","-58100","2/15/2015","Parked Car","?","Minor Damage","Police","WV","Northbend","1028 Sky Lane","3","1","NO","1","1","NO","2970","330","330","2310","Toyota","Highlander","2008"
"350","54","939905","10/31/2013","OH","500/1000","500","1495.1","0","609374","MALE","College","other-service","basketball","wife","50500","0","2/12/2015","Multi-vehicle Collision","Side Collision","Total Loss","Police","SC","Northbend","4154 Lincoln Hwy","15","3","NO","0","0","?","93480","15580","7790","70110","Chevrolet","Malibu","2014"
"295","49","872814","6/13/1992","IL","100/300","500","1141.62","0","451672","MALE","College","prof-specialty","kayaking","husband","34300","-24300","1/1/2015","Vehicle Theft","?","Minor Damage","None","WV","Columbus","8085 Andromedia St","4","1","YES","1","3","YES","4320","480","480","3360","Mercedes","E400","2002"
"464","61","632627","10/7/1990","OH","500/1000","1000","1125.37","0","604450","FEMALE","Associate","prof-specialty","basketball","husband","0","-56400","1/13/2015","Multi-vehicle Collision","Rear Collision","Major Damage","Police","VA","Northbend","4793 4th Ridge","6","3","?","0","2","YES","79800","6650","19950","53200","Saab","95","2000"
"118","28","283414","12/28/1991","IN","500/1000","2000","1207.36","0","432896","FEMALE","High School","handlers-cleaners","camping","own-child","0","-57000","3/1/2015","Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","WV","Columbus","7428 Sky Hwy","22","2","NO","1","0","?","74200","7420","14840","51940","Volkswagen","Passat","1997"
"298","47","163161","11/11/1998","IL","500/1000","2000","1338.5","0","618929","FEMALE","PhD","machine-op-inspct","basketball","other-relative","28800","0","2/2/2015","Single Vehicle Collision","Front Collision","Major Damage","Fire","NY","Northbrook","2306 5th Lane","1","1","?","0","0","?","70590","10860","10860","48870","Saab","93","2000"
"87","31","853360","6/26/2009","IN","500/1000","1000","1074.07","0","451312","FEMALE","Masters","sales","chess","husband","0","-47500","1/27/2015","Multi-vehicle Collision","Rear Collision","Major Damage","Fire","NY","Springfield","3052 Weaver Ridge","16","3","NO","0","3","YES","60940","5540","11080","44320","Nissan","Ultima","2006"
"261","42","776860","1/11/2009","OH","250/500","500","1337.56","0","605141","FEMALE","College","prof-specialty","video-games","unmarried","0","0","1/12/2015","Single Vehicle Collision","Rear Collision","Minor Damage","Police","SC","Riverwood","5211 Weaver Drive","18","1","?","1","2","YES","74700","7470","14940","52290","Dodge","RAM","2010"
"453","60","149367","3/18/2003","IN","100/300","500","1298.91","6000000","459504","MALE","PhD","craft-repair","dancing","unmarried","52600","-38800","1/6/2015","Single Vehicle Collision","Front Collision","Major Damage","Fire","NC","Springfield","7253 MLK St","0","1","YES","0","0","?","70000","14000","7000","49000","Ford","F150","2015"
"210","41","395269","11/2/2012","IL","500/1000","500","1222.75","0","432781","MALE","High School","exec-managerial","polo","other-relative","0","-41000","1/30/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Other","WV","Columbus","1454 5th Ridge","12","3","?","2","0","NO","81070","14740","14740","51590","BMW","X5","2001"
"168","32","981123","5/4/2000","IN","100/300","1000","1059.52","0","452748","MALE","MD","protective-serv","camping","own-child","0","-40600","3/1/2015","Multi-vehicle Collision","Side Collision","Major Damage","Other","VA","Hillsdale","5622 Best Ridge","13","2","?","1","1","?","57720","14430","9620","33670","Saab","93","2007"
"390","51","143626","9/29/1999","OH","250/500","2000","1124.38","0","618316","MALE","Associate","armed-forces","reading","other-relative","0","0","2/24/2015","Vehicle Theft","?","Minor Damage","None","VA","Northbrook","4574 Britain Hwy","9","1","YES","1","1","YES","7080","1180","1180","4720","Ford","F150","2001"
"258","46","648397","3/9/1999","IN","100/300","1000","1110.37","10000000","455365","MALE","MD","machine-op-inspct","hiking","other-relative","34400","-56800","1/24/2015","Multi-vehicle Collision","Side Collision","Total Loss","Other","NY","Riverwood","4539 Texas St","14","3","NO","0","1","?","47700","4770","9540","33390","Accura","MDX","1997"
"107","31","154982","2/13/1991","IL","500/1000","2000","1374.22","0","470603","FEMALE","PhD","machine-op-inspct","bungie-jumping","other-relative","62000","-63100","2/26/2015","Single Vehicle Collision","Rear Collision","Minor Damage","Police","SC","Hillsdale","8118 Elm Ridge","16","1","NO","0","3","NO","51260","9320","9320","32620","Suburu","Legacy","2002"
"225","41","330591","8/5/1993","OH","500/1000","2000","1103.58","0","475292","MALE","High School","exec-managerial","exercise","unmarried","41200","-36200","1/19/2015","Multi-vehicle Collision","Side Collision","Major Damage","Police","NY","Northbend","3814 Britain Drive","20","3","?","2","2","NO","70400","6400","12800","51200","Toyota","Highlander","2011"
"164","38","319232","10/31/1997","IL","250/500","2000","1269.76","0","467743","FEMALE","PhD","transport-moving","yachting","not-in-family","44300","0","1/17/2015","Single Vehicle Collision","Rear Collision","Minor Damage","Fire","NY","Hillsdale","4614 MLK Ave","4","1","NO","1","3","YES","90000","18000","9000","63000","Ford","Fusion","2015"
"245","39","531640","4/21/2001","OH","250/500","500","964.79","8000000","460675","FEMALE","Associate","adm-clerical","camping","husband","58000","0","2/20/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY","Arlington","1628 Best Drive","7","3","?","0","1","?","72820","13240","6620","52960","BMW","3 Series","2010"
"255","41","368050","1/8/2013","IL","500/1000","2000","1167.3","4000000","618123","MALE","High School","priv-house-serv","board-games","other-relative","0","0","2/22/2015","Single Vehicle Collision","Side Collision","Minor Damage","Fire","SC","Hillsdale","8381 Solo Hwy","22","1","NO","2","0","?","69300","13860","13860","41580","Volkswagen","Passat","2000"
"206","36","253791","7/23/2009","IL","500/1000","500","1625.45","4000000","607452","FEMALE","MD","other-service","video-games","other-relative","0","-53700","1/23/2015","Single Vehicle Collision","Front Collision","Major Damage","Ambulance","NY","Northbrook","2100 MLK St","11","1","NO","2","1","NO","76560","12760","12760","51040","Ford","Fusion","2008"
"203","38","155724","2/20/1998","IL","250/500","500","1394.43","0","606352","FEMALE","Masters","other-service","skydiving","not-in-family","0","0","1/31/2015","Single Vehicle Collision","Front Collision","Major Damage","Ambulance","VA","Columbus","5071 Flute Ridge","7","1","?","0","1","YES","55440","0","6160","49280","Nissan","Maxima","1999"
"22","25","824540","3/13/2008","OH","250/500","2000","1053.24","0","603527","FEMALE","College","prof-specialty","movies","other-relative","51100","0","1/5/2015","Multi-vehicle Collision","Front Collision","Total Loss","Other","NC","Arlington","7551 Britain Lane","0","4","YES","1","0","NO","77130","8570","17140","51420","Accura","MDX","1995"
"211","35","717392","8/20/1996","IL","100/300","500","1040.75","0","445601","FEMALE","JD","prof-specialty","paintball","not-in-family","0","0","2/3/2015","Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","WV","Northbend","2275 Best Lane","1","1","YES","1","1","?","42000","7000","7000","28000","BMW","X5","2011"
"206","39","965768","7/27/2014","IN","250/500","1000","1302.4","6000000","603948","MALE","JD","craft-repair","dancing","unmarried","47200","-69700","2/17/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","NY","Hillsdale","1598 3rd Drive","12","3","NO","2","3","YES","36300","3300","9900","23100","Ford","Escape","2013"
"166","38","414779","11/9/1992","IL","100/300","2000","1588.55","0","435758","MALE","MD","protective-serv","video-games","unmarried","59600","-32100","1/9/2015","Single Vehicle Collision","Side Collision","Total Loss","Other","WV","Columbus","7740 MLK St","8","1","NO","0","0","?","40320","5760","5760","28800","Suburu","Impreza","2001"
"165","32","428230","6/4/2012","IN","500/1000","500","1399.26","0","611586","FEMALE","High School","tech-support","exercise","own-child","70500","0","2/8/2015","Parked Car","?","Minor Damage","Police","PA","Northbrook","1240 Tree Lane","9","1","?","2","0","?","3960","330","660","2970","BMW","M5","1998"
"274","43","517240","5/13/2001","OH","100/300","2000","1352.31","0","465263","MALE","College","farming-fishing","basketball","wife","40700","-47300","2/6/2015","Single Vehicle Collision","Front Collision","Major Damage","Fire","NY","Northbend","8983 Francis Ridge","22","1","YES","0","3","YES","63840","10640","10640","42560","BMW","X5","2006"
"81","28","469874","9/17/2011","IL","250/500","1000","1139","6000000","617858","FEMALE","Masters","sales","sleeping","husband","42400","0","1/14/2015","Multi-vehicle Collision","Front Collision","Major Damage","Fire","SC","Northbend","7756 Solo Drive","0","3","?","1","2","?","44730","4970","4970","34790","Saab","92x","2000"
"280","45","718428","7/15/2011","IN","250/500","1000","1397.67","0","607889","MALE","JD","machine-op-inspct","camping","wife","57900","0","1/22/2015","Multi-vehicle Collision","Front Collision","Minor Damage","Other","NY","Arlington","9034 Weaver Ridge","0","3","YES","1","2","NO","84720","14120","14120","56480","Ford","Escape","1999"
"194","39","620215","7/27/2005","IN","250/500","500","823.17","0","455689","MALE","Masters","adm-clerical","paintball","own-child","0","0","2/23/2015","Multi-vehicle Collision","Front Collision","Major Damage","Other","WV","Columbus","1126 Texas Hwy","3","3","?","2","2","NO","61500","6150","12300","43050","Dodge","RAM","2012"
"112","27","618659","10/18/2005","OH","100/300","500","965.13","0","450341","FEMALE","Masters","tech-support","exercise","unmarried","60000","-54800","2/22/2015","Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NC","Arlington","2808 Elm St","21","3","?","0","1","?","51000","8500","8500","34000","Nissan","Pathfinder","2013"
"24","33","649082","1/19/1996","IL","500/1000","1000","1922.84","0","431277","FEMALE","High School","machine-op-inspct","skydiving","wife","0","-45200","1/24/2015","Single Vehicle Collision","Side Collision","Total Loss","Police","WV","Northbend","5061 Francis Ave","0","1","?","2","1","NO","46800","4680","9360","32760","Jeep","Wrangler","2002"
"93","32","437573","9/29/2005","OH","250/500","2000","1624.82","0","454656","MALE","PhD","exec-managerial","basketball","unmarried","65300","-65600","2/9/2015","Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","WV","Northbend","4965 MLK Drive","16","1","?","1","1","?","78120","17360","8680","52080","BMW","3 Series","2006"
"171","34","964657","2/18/1997","IN","250/500","2000","1277.25","0","605169","FEMALE","College","exec-managerial","yachting","other-relative","84900","0","1/19/2015","Single Vehicle Collision","Rear Collision","Major Damage","Police","NY","Springfield","8668 Flute St","14","1","NO","1","2","?","69200","13840","6920","48440","Volkswagen","Passat","1996"
"200","40","932502","5/11/2010","IL","100/300","1000","1439.34","0","444822","FEMALE","High School","sales","exercise","other-relative","45300","-20400","1/1/2015","Vehicle Theft","?","Minor Damage","Police","VA","Riverwood","2577 Washington Drive","9","1","?","0","0","NO","3690","410","410","2870","Ford","Escape","2015"
"120","28","434507","2/6/2009","IL","250/500","1000","1281.27","0","447442","FEMALE","PhD","tech-support","golf","not-in-family","68900","0","1/7/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","SC","Springfield","7709 Rock Lane","9","3","NO","0","3","?","65500","6550","6550","52400","BMW","X5","2010"
"325","46","935277","7/9/2013","IL","500/1000","500","1348.83","0","474360","FEMALE","High School","prof-specialty","basketball","wife","46300","-77500","2/1/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","NC","Springfield","9358 Texas Ridge","21","3","?","1","2","YES","76120","13840","6920","55360","Toyota","Camry","1999"
"124","32","756054","6/6/1992","IL","250/500","1000","1198.15","0","447925","FEMALE","MD","other-service","hiking","not-in-family","0","-43200","2/21/2015","Multi-vehicle Collision","Front Collision","Total Loss","Other","VA","Springfield","8080 Oak Lane","19","3","NO","0","2","YES","73560","12260","12260","49040","BMW","X5","1995"
"211","35","682387","3/8/1998","OH","100/300","2000","1221.22","0","451586","MALE","Masters","machine-op-inspct","camping","other-relative","76000","0","1/21/2015","Single Vehicle Collision","Rear Collision","Total Loss","Police","NY","Northbend","6408 Weaver Ridge","2","1","YES","0","1","?","52030","9460","4730","37840","Mercedes","E400","2008"
"287","41","456604","3/29/2004","IL","500/1000","2000","968.74","0","477519","MALE","Masters","transport-moving","video-games","wife","0","-49000","1/19/2015","Vehicle Theft","?","Trivial Damage","None","SC","Northbrook","5532 Weaver Ridge","9","1","?","2","3","?","5170","470","940","3760","Suburu","Forrestor","2001"
"122","34","139872","6/1/2006","IN","250/500","1000","1220.71","0","603639","MALE","PhD","machine-op-inspct","video-games","own-child","58600","-28700","2/27/2015","Parked Car","?","Minor Damage","None","SC","Northbend","9101 2nd Hwy","5","1","?","2","1","YES","8190","1890","1260","5040","Chevrolet","Silverado","2013"
"22","29","354105","6/8/1994","IN","250/500","2000","1238.62","6000000","463993","MALE","MD","exec-managerial","yachting","other-relative","0","-56200","2/14/2015","Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","SC","Springfield","8576 Andromedia St","14","1","?","2","3","?","70800","7080","14160","49560","Accura","MDX","2012"
"106","31","165485","2/12/1998","IL","500/1000","2000","1320.75","0","441491","FEMALE","JD","farming-fishing","video-games","wife","54100","0","2/1/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Police","WV","Springfield","6315 2nd Lane","20","3","?","0","3","YES","45630","5070","5070","35490","Accura","MDX","2011"
"398","58","515050","11/16/2000","OH","100/300","500","990.98","0","469429","FEMALE","Associate","exec-managerial","cross-fit","wife","0","-57900","2/2/2015","Single Vehicle Collision","Front Collision","Major Damage","Police","NC","Northbrook","1536 Flute Drive","18","1","YES","2","1","?","99320","7640","15280","76400","Accura","TL","2002"
"214","41","795686","10/24/2004","IL","500/1000","500","1398.51","4000000","472214","MALE","Masters","tech-support","polo","not-in-family","0","-57100","2/1/2015","Multi-vehicle Collision","Side Collision","Major Damage","Fire","NC","Northbend","4672 MLK St","13","3","?","2","0","NO","64000","12800","6400","44800","BMW","X6","1996"
"209","38","395983","11/8/2009","OH","100/300","500","1355.08","0","614945","FEMALE","MD","other-service","golf","other-relative","58100","0","1/19/2015","Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV","Northbrook","2204 Washington Lane","21","1","?","1","1","?","47300","4730","4730","37840","Nissan","Pathfinder","2014"
"82","27","119513","9/21/1996","IL","100/300","1000","1384.51","0","476727","MALE","PhD","adm-clerical","reading","not-in-family","13100","-38200","2/18/2015","Single Vehicle Collision","Rear Collision","Major Damage","Other","SC","Springfield","9484 Pine Drive","14","1","NO","2","3","?","71680","8960","8960","53760","Volkswagen","Jetta","2007"
"193","41","217938","7/16/1995","OH","250/500","500","847.03","0","438555","FEMALE","JD","craft-repair","skydiving","not-in-family","0","0","2/8/2015","Single Vehicle Collision","Side Collision","Major Damage","Other","SC","Springfield","5431 3rd Ridge","1","1","?","1","0","YES","112320","17280","17280","77760","Suburu","Impreza","2011"
"134","32","203914","6/9/2001","OH","100/300","1000","1000.06","0","440961","FEMALE","PhD","farming-fishing","base-jumping","wife","0","0","1/9/2015","Single Vehicle Collision","Side Collision","Total Loss","Other","NY","Columbus","7121 Britain Drive","17","1","?","1","0","?","82720","7520","15040","60160","Audi","A3","2014"
"288","45","565157","10/6/2002","IL","100/300","1000","1046.71","0","616714","MALE","Masters","priv-house-serv","polo","husband","0","0","2/27/2015","Multi-vehicle Collision","Rear Collision","Major Damage","Fire","NC","Hillsdale","8586 1st Ridge","4","3","?","2","1","?","48060","10680","5340","32040","Mercedes","C300","2009"
"104","32","904191","7/14/1997","IN","250/500","500","1158.03","0","434247","MALE","High School","exec-managerial","kayaking","own-child","31900","-44600","1/8/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Police","NY","Riverwood","7582 Pine Drive","23","3","YES","1","3","YES","63570","9780","9780","44010","Volkswagen","Jetta","2006"
"431","54","419510","11/11/1994","OH","100/300","1000","1372.27","0","436547","FEMALE","Masters","craft-repair","paintball","own-child","17600","0","1/8/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Fire","WV","Columbus","1388 Embaracadero Hwy","13","3","NO","2","3","?","63240","10540","10540","42160","Suburu","Forrestor","1997"
"101","33","575000","6/23/2012","OH","100/300","1000","1053.04","7000000","619540","FEMALE","Masters","other-service","reading","own-child","52000","-44500","2/24/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","NC","Northbrook","5621 4th Ave","20","3","NO","1","3","?","54240","9040","9040","36160","Saab","93","2013"
"375","50","120485","2/18/2007","OH","100/300","1000","1275.39","0","466283","MALE","Associate","sales","bungie-jumping","other-relative","0","0","2/12/2015","Single Vehicle Collision","Front Collision","Major Damage","Police","NY","Riverwood","8150 Washington Ridge","16","1","YES","2","3","NO","37280","0","0","37280","Audi","A5","1996"
"461","61","781181","6/27/2005","OH","100/300","2000","1402.75","0","449557","MALE","JD","exec-managerial","exercise","husband","0","0","2/18/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY","Columbus","4268 2nd Ave","10","3","?","2","1","YES","72100","7210","14420","50470","Jeep","Wrangler","2006"
"428","59","299796","9/29/1999","IN","250/500","500","1344.36","7000000","473329","FEMALE","JD","prof-specialty","hiking","other-relative","0","0","2/6/2015","Parked Car","?","Minor Damage","None","WV","Northbend","6375 2nd Lane","8","1","?","2","3","NO","6500","1300","650","4550","Saab","92x","2013"
"45","38","589749","5/14/2006","IN","100/300","1000","1197.71","0","470117","MALE","Masters","machine-op-inspct","movies","not-in-family","29000","0","2/14/2015","Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","WV","Springfield","3770 Flute Drive","17","3","?","2","0","?","78240","13040","13040","52160","Suburu","Legacy","2013"
"136","29","854021","4/29/2010","OH","100/300","500","1203.24","0","600702","FEMALE","JD","transport-moving","video-games","other-relative","62500","-66900","2/5/2015","Vehicle Theft","?","Minor Damage","Police","NY","Columbus","1562 Britain St","9","1","?","2","0","?","6200","1240","620","4340","Honda","Accord","1999"
"216","36","454086","11/10/1992","IN","500/1000","1000","1152.4","0","615921","FEMALE","Associate","priv-house-serv","reading","unmarried","39600","-82400","1/25/2015","Parked Car","?","Minor Damage","Police","VA","Springfield","1681 Cherokee Hwy","0","1","YES","2","3","?","6160","560","1680","3920","Mercedes","E400","2014"
"278","48","139484","7/24/1999","IN","500/1000","2000","1142.62","7000000","475588","FEMALE","MD","farming-fishing","dancing","not-in-family","0","-54000","1/16/2015","Single Vehicle Collision","Front Collision","Total Loss","Ambulance","SC","Northbrook","7523 Oak Lane","12","1","?","2","0","?","76050","11700","11700","52650","Chevrolet","Silverado","1997"
"295","48","678849","2/22/1992","OH","500/1000","1000","1332.07","0","609409","FEMALE","MD","exec-managerial","polo","unmarried","49700","-59100","1/28/2015","Multi-vehicle Collision","Side Collision","Total Loss","Ambulance","NY","Hillsdale","1815 Cherokee Drive","20","2","NO","2","1","YES","86060","13240","13240","59580","Volkswagen","Passat","2002"
"112","30","346940","9/13/2002","OH","500/1000","1000","1166.54","0","479852","FEMALE","Masters","prof-specialty","sleeping","not-in-family","47700","-59300","1/21/2015","Single Vehicle Collision","Front Collision","Major Damage","Fire","SC","Arlington","9316 Pine Ave","3","1","YES","2","0","NO","107900","10790","21580","75530","Dodge","Neon","1997"
"122","34","985436","8/9/2003","IL","250/500","500","1495.06","0","452249","FEMALE","Masters","prof-specialty","polo","unmarried","38100","-31400","1/7/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Fire","PA","Columbus","2733 Texas Drive","18","3","NO","2","0","YES","99990","18180","18180","63630","Mercedes","E400","2011"
"108","29","237418","12/4/2007","IN","500/1000","1000","1337.92","0","441536","FEMALE","PhD","armed-forces","bungie-jumping","not-in-family","71400","0","2/23/2015","Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","WV","Columbus","7684 Francis Ridge","4","3","NO","2","2","YES","61380","11160","5580","44640","Suburu","Legacy","2012"
"14","28","335780","7/22/2002","OH","250/500","2000","1587.96","0","601617","FEMALE","Associate","craft-repair","board-games","unmarried","0","-26900","2/14/2015","Single Vehicle Collision","Rear Collision","Major Damage","Fire","WV","Riverwood","8991 Embaracadero Ave","18","1","?","2","1","YES","71280","12960","12960","45360","Audi","A5","2012"
"298","45","491392","7/3/1992","IL","500/1000","1000","1362.29","0","442598","MALE","High School","farming-fishing","yachting","unmarried","0","-51100","2/27/2015","Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY","Northbend","4905 Francis Ave","18","3","NO","0","0","NO","64000","12800","6400","44800","Saab","95","1999"
"276","46","140880","3/29/2005","IL","250/500","500","1448.84","0","430987","FEMALE","Masters","machine-op-inspct","bungie-jumping","husband","0","-50000","2/21/2015","Parked Car","?","Trivial Damage","Police","SC","Hillsdale","7783 Lincoln Hwy","7","1","?","0","1","NO","5940","660","660","4620","Toyota","Highlander","2015"
"47","37","962591","3/16/2008","IN","250/500","2000","1241.97","0","430104","MALE","High School","other-service","movies","not-in-family","75400","0","1/5/2015","Parked Car","?","Minor Damage","None","NY","Hillsdale","8749 Tree St","18","1","NO","1","0","NO","6700","670","670","5360","Jeep","Wrangler","2011"
"222","42","922565","5/23/1999","IL","250/500","500","1124.6","0","612904","MALE","Associate","armed-forces","hiking","not-in-family","0","0","1/30/2015","Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY","Arlington","4985 Sky Lane","23","3","YES","0","0","?","51740","11940","7960","31840","Jeep","Wrangler","2006"
"119","28","288580","11/22/2012","OH","250/500","2000","1079.92","0","430886","MALE","High School","machine-op-inspct","hiking","husband","88800","0","2/26/2015","Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","PA","Riverwood","7534 MLK Hwy","1","1","?","0","1","YES","53600","6700","6700","40200","Volkswagen","Jetta","2007"
"73","29","154280","1/29/1993","IL","250/500","1000","1447.78","0","467947","MALE","College","protective-serv","board-games","wife","35100","-59900","1/10/2015","Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC","Arlington","8689 Maple Hwy","15","3","YES","1","0","?","44910","4990","4990","34930","Dodge","Neon","2001"
"8","31","425973","2/11/2003","IN","250/500","500","1229.16","4000000","604804","FEMALE","MD","transport-moving","kayaking","wife","0","-88300","2/23/2015","Multi-vehicle Collision","Front Collision","Major Damage","Fire","PA","Hillsdale","9153 3rd Hwy","2","3","?","0","2","YES","48100","11100","7400","29600","Volkswagen","Jetta","2014"
"294","44","477177","8/15/1990","IL","100/300","1000","1226.49","0","460308","FEMALE","PhD","farming-fishing","kayaking","unmarried","53900","0","2/5/2015","Vehicle Theft","?","Trivial Damage","None","WV","Riverwood","5904 1st Drive","3","1","NO","0","1","NO","6100","610","1220","4270","Ford","Fusion","2002"
"324","46","648509","3/6/2010","IN","100/300","2000","897.89","6000000","618862","MALE","MD","tech-support","board-games","wife","0","-41300","1/21/2015","Single Vehicle Collision","Rear Collision","Minor Damage","Other","PA","Hillsdale","4519 Embaracadero St","13","1","?","1","0","YES","79600","15920","15920","47760","Jeep","Wrangler","2011"
